0.226 0.451 0.677 17547 27546   
0.434 0.301 0.735 30075 6678  
0.000 1.000 1.000 30075 30075  
0.259 0.487 0.746 3778 16861908  
0.313 0.449 0.762 7878457 18842281   
0.263 0.495 0.758 7878457 14539  
0.006 0.571 0.577 46770 13673345   
0.129 0.502 0.631 30598 13673345  
0.356 0.394 0.750 30003 33094374  
0.083 0.594 0.677 29831 173088   
0.164 0.578 0.742 19641 173088    
0.153 0.532 0.685 9311172 424739  
0.280 0.339 0.619 36969 46183  
0.214 0.378 0.592 164491 23501  
0.252 0.448 0.700 23315 18403271  
0.184 0.478 0.662 20646803 188886  
0.113 0.568 0.681 155526 20646803  
0.115 0.577 0.462 519280 155526  
0.106 0.475 0.581 519280 19159221  
0.239 0.469 0.708 4918223 19372783  
0.373 0.435 0.808 19372783 3736784  
0.412 0.574 0.162 19372783 30003  
0.560 0.691 0.131 19372783 6429   
0.558 0.650 0.092 19372783 147676   
0.446 0.627 0.181 19372783 19196010   
0.219 0.450 0.669 257215 484939  
0.524 0.616 0.092 19372783 18393  
0.279 0.467 0.746 3778 17727  
0.328 0.484 0.812 19360669 8983183  
0.271 0.502 0.773 33550 11090  
0.490 0.425 0.915 8983183 55336  
0.648 0.679 0.031 20646803 164491  
0.586 0.609 0.023 19012 55115  
0.475 0.383 0.858 19012 887147   
0.546 0.046 0.592 47485 47615    
0.120 0.549 0.669 4092 51273  
0.431 0.415 0.846 16043 9282173  
0.327 0.438 0.765 16043 23267   
0.387 0.549 0.162 12178732 27546   
0.563 0.381 0.944 5575722 27546   
0.301 0.561 0.862 8485 10568    
0.097 1.000 0.903 10568 10568    
0.293 0.388 0.681 18951490 3921   
0.107 0.556 0.663 10568 29773   
0.252 0.504 0.756 29773 52664    
0.160 0.513 0.673 34289 24702   
0.267 0.498 0.765 34289 30636   
0.250 0.000 0.250 34289 1499535   01.
0.397 0.441 0.838 18949668 17541  
0.168 0.570 0.738 21555729 5796  
0.013 0.632 0.619 21555729 232176  
0.128 0.545 0.673 21555729 11065202   
0.238 0.554 0.792 21555729 77819   
0.314 0.498 0.812 22939 23317  
0.426 0.309 0.735 22939 5180  
0.072 0.560 0.488 27667 5180  
0.010 0.544 0.554 1014 5180  
0.661 0.185 0.846 32787 12988  
0.579 0.234 0.813 32787 45189  
0.322 0.626 0.304 18948043 13673345   
0.434 0.565 0.131 7984 768413  
0.033 0.563 0.596 7984 9293603  
0.287 0.400 0.687 66254 212818  
0.357 0.428 0.785 73165 83430  
0.306 0.571 0.265 7984 83430  
0.106 1.000 0.894 13673345 13673345  
0.104 1.000 0.896 12806 12806  
0.431 0.498 0.929 155747 2173925  
0.594 0.316 0.910 5236 480527  
0.098 1.000 0.902 7689495 7689495    
0.071 1.000 0.929 209005 209005  
0.457 0.422 0.879 238150 556358  
0.362 0.390 0.752 10646 10843  
0.134 0.576 0.710 3410 26574  
0.228 0.510 0.738 3410 198041   
0.354 1.000 0.646 30677 30677  
0.373 1.000 0.627 419369 419369  
0.226 0.495 0.269 318378 30677   
0.027 0.558 0.585 155747 13673345  
0.032 0.532 0.500 419369 22589  
0.379 0.587 0.208 63752 66986  
0.129 0.571 0.442 10646 26574  
0.042 0.480 0.438 5236 1408983  
0.446 0.631 0.185 11090 63752  
0.246 0.554 0.308 480527 66986  
0.473 0.565 0.092 419369 27992  
0.251 0.566 0.315 5236 11090  
0.438 0.492 0.054 297947 187557   
0.409 0.617 0.208 12581 25152964   
0.446 0.500 0.054 209005 1810027  
0.420 0.482 0.062 26574 2173925  
0.350 0.492 0.842 8983183 8100  
0.540 0.364 0.904 8983183 5665  
0.423 0.404 0.827 8983183 192617  
0.290 0.467 0.757 8983183 23626  
0.231 0.498 0.729 8983183 24189   
0.366 0.484 0.850 8983183 19360669  
0.366 0.407 0.773 8983183 30873450   
0.045 0.520 0.565 8983183 19390   
0.282 0.613 0.331 8983183 45599  
0.545 0.255 0.800 30075 16217  
0.544 0.256 0.800 30075 11302  
0.263 0.445 0.708 30075 6543  
0.228 0.457 0.685 30075 18838  
0.096 0.604 0.700 30075 11039790  
0.113 0.590 0.477 30075 19653842  
0.039 0.523 0.562 30075 722672  
0.165 0.422 0.587 30075 9096372  
0.498 0.310 0.808 22921 18973869  
0.260 0.440 0.700 22921 922  
0.191 0.494 0.685 22921 10828  
0.311 0.431 0.742 22921 8389    
0.090 0.568 0.658 22921 832314  
0.089 0.553 0.642 22921 23315  
0.409 0.412 0.821 22921 26743   
0.291 0.478 0.769 22921 19378  
0.228 0.495 0.723 22921 80381  
0.205 0.466 0.671 22921 26700  
0.036 0.522 0.558 22921 242710       
0.315 0.433 0.748 22921 106238  
0.511 0.334 0.845 22915 26808  
0.382 0.424 0.806 22915 5267  
0.469 0.339 0.808 22915 53306   
0.448 0.354 0.802 22915 26751  
0.465 0.346 0.811 22915 12558  
0.349 0.443 0.792 22915 177602   
0.362 0.432 0.794 22915 580  
0.191 0.576 0.385 23004 18985062  
0.348 0.629 0.281 23004 106238  
0.276 0.389 0.665 23004 18949668  
0.361 0.611 0.250 23004 40097  
0.445 0.622 0.177 23004 191253   
0.081 0.523 0.604 23004 2012141  
0.131 0.527 0.658 1254375 604727    
0.336 0.349 0.685 1254375 1151989    
0.255 0.547 0.292 1254375 584894     
0.180 0.549 0.369 1254375 1722616     
0.353 0.568 0.215 1254375 42176    
0.243 0.482 0.725 1254375 7984    
0.049 0.549 0.500 1254375 10646    
0.287 0.479 0.192 1254375 26979    
0.071 0.519 0.590 1254375 18993825    
0.435 0.307 0.742 16217 6678  
0.262 0.465 0.727 147676 13673345   
0.460 0.641 0.181 9649 214196  
0.032 0.538 0.506 739237 44417   
0.031 0.540 0.509 9649 173351  
0.147 0.531 0.678 7878457 173351  
0.042 0.564 0.606 33496 66505  
0.181 0.513 0.694 11127 84777     
0.271 0.560 0.831 11127 37297      
0.094 0.553 0.459 5508063 9649  
0.250 0.544 0.294 14640471 33306  
0.011 0.552 0.563 14640471 26997  
0.248 0.568 0.816 20781999 4692150  
0.239 0.514 0.753 78478 205135  
0.037 0.493 0.456 71925 27865  
0.048 0.586 0.634 53231 27667   
0.079 0.577 0.656 33306 1276437   
0.194 0.432 0.238 28130 1134265   
0.369 0.591 0.222 54634 20781999  
0.649 0.217 0.866 19159 50510  
0.147 0.594 0.447 7878457 20781999  
0.047 0.487 0.534 212970 27865  
0.202 0.571 0.369 202899 205135  
0.310 0.610 0.300 24110 375211  
0.318 0.495 0.813 33158 37338  
0.027 0.604 0.631 4380391 21690   
0.247 0.375 0.622 27978 157898  
0.017 0.667 0.650 186932 3434750    
0.160 0.551 0.391 20913771 10772350  
0.182 0.438 0.256 30874303 70210  
0.207 0.507 0.300 77182 8874700  
0.169 0.394 0.563 250041 49899     
0.344 0.415 0.759 5881 34341  
0.254 0.570 0.316 5881 21754  
0.119 0.000 0.119 41012 25613  
0.331 0.000 0.331 41012 20781999  
0.092 0.571 0.663 739237 23996    
0.077 0.552 0.475 24702 6357583    
0.155 0.524 0.369 437868 24702   
0.085 0.571 0.656 12229 492128  
0.009 0.416 0.425 3758871 1048636   
0.170 0.418 0.588 3758871 1531454    
0.036 0.558 0.594 2935251 492128   
0.192 0.564 0.756 156659 20781999  
0.364 0.639 0.275 156659 9649  
0.169 0.534 0.703 625404 18994221  
0.031 0.516 0.547 56285 8221  
0.130 0.517 0.647 32573 146334  
0.219 0.572 0.791 180121 239217   
0.035 0.532 0.497 324572 377828    
0.100 0.600 0.500 23315 46053   
0.049 0.568 0.519 23315 101757  
0.175 0.528 0.703 101757 15176  
0.357 0.588 0.231 42446 77432  
0.243 0.495 0.738 407384 64493 100  
0.391 0.422 0.813 18426501 34273    
0.097 0.560 0.463 18994221 174521  
0.036 0.539 0.503 5902 232180   
0.217 0.452 0.669 17541 2001231   
0.348 0.440 0.788 18393 8221  
0.015 0.460 0.475 1449866 532523  
0.123 0.570 0.447 4822 1305558    
0.328 0.653 0.325 56231 236975  
0.070 0.633 0.563 166346 5165  
0.208 0.577 0.369 24702 202899  
0.329 0.623 0.294 24702 15176  
0.021 0.549 0.528 212970 50510  
0.031 0.531 0.500 155747 189037   
0.231 0.413 0.644 4715992 211295   
0.151 0.564 0.413 7818 2973525  
0.044 0.519 0.475 7818 2935251   
0.392 0.630 0.238 608760 37575  
0.102 0.596 0.494 13673345 159472  
0.416 0.390 0.806 1698417 17182301    
0.062 0.593 0.531 1698417 18985062   
0.048 0.546 0.594 239196 8983183   
0.457 0.638 0.181 20354 14276  
0.212 0.460 0.672 951407 49402  
0.248 0.552 0.800 49402 38180  
0.035 0.551 0.516 1659824 68753  
0.234 0.459 0.225 4767947 5308   
0.161 0.483 0.644 199065 586851  
0.457 0.431 0.888 199065 1006179   
0.237 0.451 0.688 199065 948686   
0.059 0.553 0.494 199065 128987  
0.420 0.676 0.256 202009 39378     
0.261 0.520 0.781 735672 30003   
0.203 0.591 0.388 19641 29678   
0.278 0.566 0.288 19641 3371752    
0.248 0.515 0.763 41930 3648961  
0.228 0.420 0.648 53696 239121   
0.470 0.374 0.844 239121 5926  
0.310 0.440 0.750 5665 3736784  
0.399 0.460 0.859 166346 4207510  
0.009 0.625 0.634 4207510 19372783  
0.284 0.479 0.763 18487619 312605    
0.390 0.388 0.778 8100 34392   
0.078 1.000 0.922 8100 8100  
