0.631 0.046 0.677 17547 27546   
0.396 0.339 0.735 30075 6678  
0.000 1.000 1.000 30075 30075  
0.688 0.058 0.746 3778 16861908  
0.711 0.051 0.762 7878457 18842281   
0.730 0.028 0.758 7878457 14539  
0.571 0.006 0.577 46770 13673345   
0.623 0.008 0.631 30598 13673345  
0.309 0.441 0.750 30003 33094374  
0.586 0.091 0.677 29831 173088   
0.702 0.040 0.742 19641 173088    
0.680 0.005 0.685 9311172 424739  
0.573 0.046 0.619 36969 46183  
0.511 0.081 0.592 164491 23501  
0.654 0.046 0.700 23315 18403271  
0.567 0.095 0.662 20646803 188886  
0.652 0.029 0.681 155526 20646803  
0.460 0.002 0.462 519280 155526  
0.563 0.018 0.581 519280 19159221  
0.678 0.030 0.708 4918223 19372783  
0.698 0.110 0.808 19372783 3736784  
0.158 0.004 0.162 19372783 30003  
0.126 0.005 0.131 19372783 6429   
0.089 0.003 0.092 19372783 147676   
0.169 0.012 0.181 19372783 19196010   
0.655 0.014 0.669 257215 484939  
0.089 0.003 0.092 19372783 18393  
0.673 0.073 0.746 3778 17727  
0.748 0.064 0.812 19360669 8983183  
0.550 0.223 0.773 33550 11090  
0.887 0.028 0.915 8983183 55336  
0.018 0.013 0.031 20646803 164491  
0.010 0.013 0.023 19012 55115  
0.776 0.082 0.858 19012 887147   
0.167 0.759 0.592 47485 47615    
0.565 0.104 0.669 4092 51273  
0.749 0.097 0.846 16043 9282173  
0.685 0.080 0.765 16043 23267   
0.155 0.007 0.162 12178732 27546   
0.915 0.029 0.944 5575722 27546   
0.843 0.019 0.862 8485 10568    
0.097 1.000 0.903 10568 10568    
0.472 0.209 0.681 18951490 3921   
0.606 0.057 0.663 10568 29773   
0.617 0.139 0.756 29773 52664    
0.662 0.011 0.673 34289 24702   
0.731 0.034 0.765 34289 30636   
0.250 0.000 0.250 34289 1499535   01.
0.703 0.135 0.838 18949668 17541  
0.723 0.015 0.738 21555729 5796  
0.616 0.003 0.619 21555729 232176  
0.646 0.027 0.673 21555729 11065202   
0.729 0.063 0.792 21555729 77819   
0.762 0.050 0.812 22939 23317  
0.489 0.246 0.735 22939 5180  
0.458 0.030 0.488 27667 5180  
0.525 0.029 0.554 1014 5180  
0.505 0.341 0.846 32787 12988  
0.471 0.342 0.813 32787 45189  
0.303 0.001 0.304 18948043 13673345   
0.126 0.005 0.131 7984 768413  
0.596 0.000 0.596 7984 9293603  
0.653 0.034 0.687 66254 212818  
0.755 0.030 0.785 73165 83430  
0.257 0.008 0.265 7984 83430  
0.106 1.000 0.894 13673345 13673345  
0.104 1.000 0.896 12806 12806  
0.929 0.000 0.929 155747 2173925  
0.446 0.464 0.910 5236 480527  
0.098 1.000 0.902 7689495 7689495    
0.071 1.000 0.929 209005 209005  
0.847 0.032 0.879 238150 556358  
0.472 0.280 0.752 10646 10843  
0.694 0.016 0.710 3410 26574  
0.710 0.028 0.738 3410 198041   
0.354 1.000 0.646 30677 30677  
0.373 1.000 0.627 419369 419369  
0.253 0.016 0.269 318378 30677   
0.570 0.015 0.585 155747 13673345  
0.493 0.007 0.500 419369 22589  
0.204 0.004 0.208 63752 66986  
0.433 0.009 0.442 10646 26574  
0.425 0.013 0.438 5236 1408983  
0.177 0.008 0.185 11090 63752  
