0.271 0.948 0.677 17547 27546   
0.265 1.000 0.735 30075 6678  
0.000 1.000 1.000 30075 30075  
0.254 1.000 0.746 3778 16861908  
0.238 1.000 0.762 7878457 18842281   
0.242 1.000 0.758 7878457 14539  
0.423 1.000 0.577 46770 13673345   
0.369 1.000 0.631 30598 13673345  
0.250 1.000 0.750 30003 33094374  
0.323 1.000 0.677 29831 173088   
0.258 1.000 0.742 19641 173088    
0.229 0.914 0.685 9311172 424739  
0.287 0.906 0.619 36969 46183  
0.317 0.909 0.592 164491 23501  
0.300 1.000 0.700 23315 18403271  
0.338 1.000 0.662 20646803 188886  
0.319 1.000 0.681 155526 20646803  
0.496 0.958 0.462 519280 155526  
0.082 0.663 0.581 519280 19159221  
0.290 0.998 0.708 4918223 19372783  
0.153 0.961 0.808 19372783 3736784  
0.830 0.992 0.162 19372783 30003  
0.869 1.000 0.131 19372783 6429   
0.838 0.930 0.092 19372783 147676   
0.746 0.927 0.181 19372783 19196010   
0.211 0.880 0.669 257215 484939   
0.793 0.885 0.092 19372783 18393  
0.254 1.000 0.746 3778 17727  
0.188 1.000 0.812 19360669 8983183  
0.227 1.000 0.773 33550 11090  
0.172 0.743 0.915 8983183 55336  
0.969 1.000 0.031 20646803 164491  
0.916 0.939 0.023 19012 55115  
0.072 0.930 0.858 19012 887147   
0.049 0.641 0.592 47485 47615    
0.331 1.000 0.669 4092 51273  
0.154 1.000 0.846 16043 9282173  
0.235 1.000 0.765 16043 23267   
0.681 0.843 0.162 12178732 27546   
0.130 0.814 0.944 5575722 27546   
0.138 1.000 0.862 8485 10568    
0.097 1.000 0.903 10568 10568    
0.319 1.000 0.681 18951490 3921   
0.337 1.000 0.663 10568 29773   
0.228 0.984 0.756 29773 52664    
0.210 0.883 0.673 34289 24702   
0.235 1.000 0.765 34289 30636   
0.250 0.000 0.250 34289 1499535   01.
0.162 1.000 0.838 18949668 17541  
0.262 1.000 0.738 21555729 5796  
0.381 1.000 0.619 21555729 232176  
0.327 1.000 0.673 21555729 11065202   
0.208 1.000 0.792 21555729 77819   
0.188 1.000 0.812 22939 23317  
0.265 1.000 0.735 22939 5180  
0.512 1.000 0.488 27667 5180  
0.446 1.000 0.554 1014 5180  
0.045 0.801 0.846 32787 12988  
0.002 0.815 0.813 32787 45189  
0.696 1.000 0.304 18948043 13673345   
0.740 0.871 0.131 7984 768413  
0.236 0.832 0.596 7984 9293603  
0.156 0.531 0.687 66254 212818  
0.051 0.836 0.785 73165 83430  
0.564 0.829 0.265 7984 83430  
0.106 1.000 0.894 13673345 13673345  
0.104 1.000 0.896 12806 12806  
0.433 0.496 0.929 155747 2173925  
0.081 0.829 0.910 5236 480527  
0.098 1.000 0.902 7689495 7689495    
0.071 1.000 0.929 209005 209005  
0.268 0.611 0.879 238150 556358  
0.248 1.000 0.752 10646 10843  
0.290 1.000 0.710 3410 26574  
0.262 1.000 0.738 3410 198041   
0.354 1.000 0.646 30677 30677  
0.373 1.000 0.627 419369 419369  
0.564 0.833 0.269 318378 30677   
0.415 1.000 0.585 155747 13673345  
0.397 0.897 0.500 419369 22589  
0.792 1.000 0.208 63752 66986  
0.477 0.919 0.442 10646 26574  
0.434 0.872 0.438 5236 1408983  
0.815 1.000 0.185 11090 63752  
0.534 0.842 0.308 480527 66986  
0.908 1.000 0.092 419369 27992  
0.685 1.000 0.315 5236 11090  
0.430 0.484 0.054 297947 187557   
0.771 0.979 0.208 12581 25152964   
0.447 0.501 0.054 209005 1810027  
0.403 0.465 0.062 26574 2173925  
0.041 0.801 0.842 8983183 8100  
0.028 0.932 0.904 8983183 5665  
0.014 0.813 0.827 8983183 192617  
0.152 0.909 0.757 8983183 23626  
0.085 0.644 0.729 8983183 24189   
0.150 1.000 0.850 8983183 19360669  
0.007 0.766 0.773 8983183 30873450   
0.306 0.871 0.565 8983183 19390   
0.669 1.000 0.331 8983183 45599  
0.138 0.938 0.800 30075 16217  
0.118 0.918 0.800 30075 11302  
0.252 0.960 0.708 30075 6543  
0.315 1.000 0.685 30075 18838  
0.300 1.000 0.700 30075 11039790  
0.491 0.968 0.477 30075 19653842  
0.409 0.971 0.562 30075 722672  
0.413 1.000 0.587 30075 9096372  
0.192 1.000 0.808 22921 18973869  
0.300 1.000 0.700 22921 922  
0.315 1.000 0.685 22921 10828  
0.258 1.000 0.742 22921 8389    
0.342 1.000 0.658 22921 832314  
0.358 1.000 0.642 22921 23315  
0.179 1.000 0.821 22921 26743   
0.231 1.000 0.769 22921 19378  
0.277 1.000 0.723 22921 80381  
0.329 1.000 0.671 22921 26700  
0.442 1.000 0.558 22921 242710       
0.252 1.000 0.748 22921 106238  
0.155 1.000 0.845 22915 26808  
0.194 1.000 0.806 22915 5267  
0.128 0.936 0.808 22915 53306   
0.198 1.000 0.802 22915 26751  
0.189 1.000 0.811 22915 12558  
0.186 0.978 0.792 22915 177602   
0.206 1.000 0.794 22915 580  
0.533 0.918 0.385 23004 18985062  
0.653 0.934 0.281 23004 106238  
0.335 1.000 0.665 23004 18949668  
0.534 0.784 0.250 23004 40097  
0.646 0.823 0.177 23004 191253   
0.057 0.547 0.604 23004 2012141  
0.216 0.874 0.658 1254375 604727    
0.059 0.626 0.685 1254375 1151989    
0.460 0.752 0.292 1254375 584894     
0.239 0.608 0.369 1254375 1722616     
0.441 0.656 0.215 1254375 42176    
0.038 0.763 0.725 1254375 7984    
0.357 0.857 0.500 1254375 10646    
0.268 0.460 0.192 1254375 26979    
0.160 0.750 0.590 1254375 18993825    
0.236 0.978 0.742 16217 6678  
0.273 1.000 0.727 147676 13673345   
0.798 0.979 0.181 9649 214196  
0.419 0.925 0.506 739237 44417   
0.491 1.000 0.509 9649 173351  
0.322 1.000 0.678 7878457 173351  
0.254 0.860 0.606 33496 66505  
0.306 1.000 0.694 11127 84777     
0.169 1.000 0.831 11127 37297      
0.160 0.619 0.459 5508063 9649  
0.706 1.000 0.294 14640471 33306  
0.437 1.000 0.563 14640471 26997  
0.016 0.800 0.816 20781999 4692150  
0.108 0.861 0.753 78478 205135  
0.289 0.745 0.456 71925 27865  
0.073 0.707 0.634 53231 27667   
0.271 0.927 0.656 33306 1276437   
0.143 0.381 0.238 28130 1134265   
0.501 0.723 0.222 54634 20781999  
0.134 1.000 0.866 19159 50510  
0.553 1.000 0.447 7878457 20781999  
0.059 0.475 0.534 212970 27865  
0.489 0.858 0.369 202899 205135  
0.700 1.000 0.300 24110 375211  
0.187 1.000 0.813 33158 37338  
0.132 0.763 0.631 4380391 21690   
0.261 0.883 0.622 27978 157898  
0.350 1.000 0.650 186932 3434750    
0.609 1.000 0.391 20913771 10772350  
0.744 1.000 0.256 30874303 70210  
0.214 0.514 0.300 77182 8874700  
0.075 0.638 0.563 250041 49899     
0.241 1.000 0.759 5881 34341  
0.543 0.859 0.316 5881 21754  
0.119 0.000 0.119 41012 25613  
0.331 0.000 0.331 41012 20781999  
0.337 1.000 0.663 739237 23996    
0.140 0.615 0.475 24702 6357583    
0.505 0.874 0.369 437868 24702   
0.142 0.798 0.656 12229 492128  
0.069 0.356 0.425 3758871 1048636   
0.126 0.462 0.588 3758871 1531454    
0.036 0.630 0.594 2935251 492128   
0.106 0.862 0.756 156659 20781999  
0.608 0.883 0.275 156659 9649  
0.297 1.000 0.703 625404 18994221  
0.453 1.000 0.547 56285 8221  
0.112 0.535 0.647 32573 146334  
0.105 0.896 0.791 180121 239217   
0.503 1.000 0.497 324572 377828    
0.500 1.000 0.500 23315 46053   
0.138 0.657 0.519 23315 101757  
0.093 0.610 0.703 101757 15176  
0.679 0.910 0.231 42446 77432  
0.101 0.637 0.738 407384 64493 100  
0.187 1.000 0.813 18426501 34273    
0.537 1.000 0.463 18994221 174521  
0.448 0.951 0.503 5902 232180   
0.331 1.000 0.669 17541 2001231   
0.149 0.937 0.788 18393 8221  
0.049 0.426 0.475 1449866 532523  
0.216 0.663 0.447 4822 1305558    
0.675 1.000 0.325 56231 236975  
0.437 1.000 0.563 166346 5165  
0.512 0.881 0.369 24702 202899  
0.706 1.000 0.294 24702 15176  
0.081 0.609 0.528 212970 50510  
0.344 0.844 0.500 155747 189037   
0.048 0.596 0.644 4715992 211295   
0.233 0.646 0.413 7818 2973525  
0.305 0.780 0.475 7818 2935251   
0.614 0.852 0.238 608760 37575  
0.492 0.986 0.494 13673345 159472  
0.027 0.833 0.806 1698417 17182301    
0.276 0.807 0.531 1698417 18985062   
0.237 0.831 0.594 239196 8983183   
0.780 0.961 0.181 20354 14276  
0.107 0.565 0.672 951407 49402  
0.004 0.796 0.800 49402 38180  
0.097 0.613 0.516 1659824 68753  
0.199 0.424 0.225 4767947 5308   
0.176 0.468 0.644 199065 586851  
0.255 0.633 0.888 199065 1006179   
0.000 0.688 0.688 199065 948686   
0.359 0.853 0.494 199065 128987  
0.744 1.000 0.256 202009 39378     
0.167 0.948 0.781 735672 30003   
0.612 1.000 0.388 19641 29678   
0.365 0.653 0.288 19641 3371752    
0.123 0.640 0.763 41930 3648961  
0.134 0.514 0.648 53696 239121   
0.338 0.506 0.844 239121 5926  
0.245 0.995 0.750 5665 3736784  
0.105 0.964 0.859 166346 4207510  
0.366 1.000 0.634 4207510 19372783  
0.303 0.460 0.763 18487619 312605    
0.085 0.863 0.778 8100 34392   
0.078 1.000 0.922 8100 8100  
0.269 0.469 0.738 8100 18487619  
0.123 0.732 0.609 8100 312605    
0.150 1.000 0.850 7878457 5309  
0.169 1.000 0.831 4122592 21808348    
0.261 0.974 0.713 30003 30677  
0.409 1.000 0.591 30677 39388  
0.353 1.000 0.647 251887 13673345   
0.402 0.740 0.338 6412297 20354 5  
0.063 0.426 0.363 4692150 3371752   
0.211 1.000 0.789 18993825 33306  
0.403 1.000 0.597 3850 690345   
0.064 0.833 0.769 18723138 140801  
0.253 1.000 0.747 49132 89276   
0.356 0.712 0.356 208159 15287 7   
